SAMPID	SMATSSCR	SMCENTER	SMRIN	SMTS	SMTSD	SMUBRID	SMTSISCH	SMTSPAX	SMNABTCH	SMNABTCHT	SMNABTCHD	SMGEBTCH	SMGEBTCHD	SMGEBTCHT	SMAFRZE	SMGTC	SME2MPRT	SMCHMPRS	SMNTRART	SMNUMGPS	SMMAPRT	SMEXNCRT	SM550NRM	SMGNSDTC	SMUNMPRT	SM350NRM	SMRDLGTH	SMMNCPB	SME1MMRT	SMSFLGTH	SMESTLBS	SMMPPD	SMNTERRT	SMRRNANM	SMRDTTL	SMVQCFL	SMMNCV	SMTRSCPT	SMMPPDPR	SMCGLGTH	SMGAPPCT	SMUNPDRD	SMNTRNRT	SMMPUNRT	SMEXPEFF	SMMPPDUN	SME2MMRT	SME2ANTI	SMALTALG	SME2SNSE	SMMFLGTH	SME1ANTI	SMSPLTRD	SMBSMMRT	SME1SNSE	SME1PCTS	SMRRNART	SME1MPRT	SMNUM5CD	SMDPMPRT	SME2PCTS
GTEX-15UF7-0003-SM-6RBLL	NA	B1	NA	Blood	Whole Blood	0013756	-55	NA	BP-49718	DNA isolation_Whole Blood_QIAGEN Puregene (Manual)	02/21/2014	LCSET-5918	09/01/2014	Standard Exome Sequencing v3 (ICE)	WES		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-15UF7-0003-SM-6UH2Y	NA	B1	NA	Blood	Whole Blood	0013756	-55	NA	BP-49718	DNA isolation_Whole Blood_QIAGEN Puregene (Manual)	02/21/2014	LCSET-6032	09/20/2014	PCR+ 30x Coverage WGS v2 (HiSeqX)	WGS		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-15UF7-1526-SM-6LPI7	1	B1	9.2	Heart	Heart - Atrial Appendage	0006631	324	1304	BP-51043	RNA Extraction from Paxgene-derived Lysate Plate Based	04/01/2014	LCSET-5860	08/09/2014	TruSeq.v1	RNASEQ		0.993732	147717	0.97935	NA	0.995653	0.844603	NA	22023	1	NA	76	NA	0.00251036	154	0	70756600	0.0203456	1099190	71065500	10561300	NA	22036	35259400	NA	NA	0	0.134747	0.995653	0.840932	70756600	0.00328836	15500700	8406760	15287600	177	15275800	12510300	0.00289861	15640600	50.5899	0.0154673	0.997575	NA	0	49.6539
GTEX-15UF7-2326-SM-7KUFO	1	B1	6.7	Blood Vessel	Artery - Tibial	0007610	452	1176	BP-51304	RNA Extraction from Paxgene-derived Lysate Plate Based	04/08/2014	LCSET-6679	03/07/2015	TruSeq.v1	RNASEQ		0.984453	309455	0.974617	NA	0.989795	0.820441	NA	22056	1	NA	76	NA	0.00302038	168	0	83688400	0.0250614	436774	84551200	7347120	NA	22076	41480100	NA	NA	0	0.154176	0.989795	0.812069	83688400	0.00373638	17900600	6888730	18147000	197	18299000	15992300	0.00337645	18169600	49.8227	0.00516579	0.995138	NA	0	50.3418
GTEX-15UKP-0003-SM-6RBJ5	NA	B1	NA	Blood	Whole Blood	0013756	-54	NA	BP-49752	DNA isolation_Whole Blood_QIAGEN Puregene (Manual)	02/24/2014	LCSET-5918	09/01/2014	Standard Exome Sequencing v3 (ICE)	WES		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-15UKP-0003-SM-6UH1I	NA	B1	NA	Blood	Whole Blood	0013756	-54	NA	BP-49752	DNA isolation_Whole Blood_QIAGEN Puregene (Manual)	02/24/2014	LCSET-6032	09/19/2014	PCR+ 30x Coverage WGS v2 (HiSeqX)	WGS		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-169BO-0003-SM-6RBL1	NA	B1	NA	Blood	Whole Blood	0013756	-52	NA	BP-49752	DNA isolation_Whole Blood_QIAGEN Puregene (Manual)	02/24/2014	LCSET-5918	09/01/2014	Standard Exome Sequencing v3 (ICE)	WES		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-169BO-0003-SM-6UH2W	NA	B1	NA	Blood	Whole Blood	0013756	-52	NA	BP-49752	DNA isolation_Whole Blood_QIAGEN Puregene (Manual)	02/24/2014	LCSET-6032	09/20/2014	PCR+ 30x Coverage WGS v2 (HiSeqX)	WGS		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-16A39-0004-SM-6RBLC	NA	B1	NA	Blood	Whole Blood	0013756	-29	NA	BP-49989	DNA isolation_Whole Blood_QIAGEN Puregene (Manual)	02/28/2014	LCSET-5918	09/01/2014	Standard Exome Sequencing v3 (ICE)	WES		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-16A39-0004-SM-6UH2P	NA	B1	NA	Blood	Whole Blood	0013756	-29	NA	BP-49989	DNA isolation_Whole Blood_QIAGEN Puregene (Manual)	02/28/2014	LCSET-6032	09/22/2014	PCR+ 30x Coverage WGS v2 (HiSeqX)	WGS		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-16AAH-0003-SM-6RBLI	NA	B1	NA	Blood	Whole Blood	0013756	-92	NA	BP-49989	DNA isolation_Whole Blood_QIAGEN Puregene (Manual)	02/28/2014	LCSET-5918	09/01/2014	Standard Exome Sequencing v3 (ICE)	WES		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-16AAH-0003-SM-6UH2V	NA	B1	NA	Blood	Whole Blood	0013756	-92	NA	BP-49989	DNA isolation_Whole Blood_QIAGEN Puregene (Manual)	02/28/2014	LCSET-6235	10/01/2014	PCR+ 30x Coverage WGS v2 (HiSeqX)	WGS		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-16AAH-0005-SM-7P8RD	NA	B1	6.2	Blood	Whole Blood	0013756	-92	NA	BP-49977	RNA isolation_PAXgene Blood RNA (Manual)	02/28/2014	LCSET-6759	04/06/2015	TruSeq.v1	RNASEQ		0.889549	640343	0.955088	NA	0.934231	0.791518	NA	18406	1	NA	76	NA	0.00418956	97	0	69951200	0.0433732	341034	74875700	10894400	NA	18411	33158200	NA	NA	0	0.163571	0.934231	0.739461	69951200	0.0118617	15228600	91843000	14900000	111	16672400	15660100	0.00784217	16811900	50.2084	0.00455467	0.978914	NA	0	49.4547
GTEX-16AAH-1926-SM-7LG4C	0	B1	8.2	Blood Vessel	Artery - Tibial	0007610	255	378	BP-53046	RNA Extraction from Paxgene-derived Lysate Plate Based	05/21/2014	LCSET-6682	03/22/2015	TruSeq.v1	RNASEQ		0.980925	260329	0.976773	NA	0.987067	0.846009	NA	22483	1	NA	76	NA	0.00343498	215	0	94153900	0.0227517	439314	95387600	14608800	NA	22506	46631900	NA	NA	0	0.130764	0.987067	0.835068	94153900	0.00505789	20195200	8320730	20478000	251	20721400	19285500	0.00424139	20492300	49.7221	0.00460557	0.993209	NA	0	50.3477
GTEX-16BQI-0003-SM-6RBLB	NA	B1	NA	Blood	Whole Blood	0013756	-80	NA	BP-49989	DNA isolation_Whole Blood_QIAGEN Puregene (Manual)	02/28/2014	LCSET-5918	09/01/2014	Standard Exome Sequencing v3 (ICE)	WES		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-16BQI-0003-SM-6UH2O	NA	B1	NA	Blood	Whole Blood	0013756	-80	NA	BP-49989	DNA isolation_Whole Blood_QIAGEN Puregene (Manual)	02/28/2014	LCSET-6032	09/20/2014	PCR+ 30x Coverage WGS v2 (HiSeqX)	WGS		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-16BQI-0006-SM-7SB6K	NA	B1	5.9	Blood	Whole Blood	0013756	-81	NA	BP-49977	RNA isolation_PAXgene Blood RNA (Manual)	02/28/2014	LCSET-6763	04/27/2015	TruSeq.v1	RNASEQ		0.986433	840200	0.94208	NA	0.989197	0.731672	NA	20046	1	NA	76	NA	0.00292264	124	0	76596300	0.0573192	249741	77432900	8909800	NA	20073	38078500	NA	NA	0	0.210408	0.989197	0.723768	76596300	0.00472664	16528400	55436600	16742900	142	16771400	13470700	0.00382212	16729100	49.937	0.00322526	0.991961	NA	0	50.3224
GTEX-16BQI-0926-SM-6M485	1	B1	7.8	Heart	Heart - Left Ventricle	0006566	784	713	BP-51066	RNA Extraction from Paxgene-derived Lysate Plate Based	04/02/2014	LCSET-5861	08/08/2014	TruSeq.v1	RNASEQ		0.995071	103641	0.981766	NA	0.996419	0.857194	NA	20397	1	NA	76	NA	0.00229372	152	0	69738800	0.018024	1335910	69989400	9890620	NA	20411	34782800	NA	NA	0	0.124572	0.996419	0.854125	69738800	0.00316474	15410400	9319710	15459300	197	15421900	10905300	0.00272864	15527000	50.1699	0.0190873	0.997767	NA	0	50.0791
GTEX-16BQI-5007-SM-AN44E	NA	B1	NA	Heart	Heart - Left Ventricle	0006566	784	NA						ChIP-Seq			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-16GPK-0003-SM-6RBLF	NA	C1	NA	Blood	Whole Blood	0013756	555	NA	BP-49989	DNA isolation_Whole Blood_QIAGEN Puregene (Manual)	02/28/2014	LCSET-5918	09/01/2014	Standard Exome Sequencing v3 (ICE)	WES		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-16GPK-0003-SM-6UH2S	NA	C1	NA	Blood	Whole Blood	0013756	555	NA	BP-49989	DNA isolation_Whole Blood_QIAGEN Puregene (Manual)	02/28/2014	LCSET-6032	09/21/2014	PCR+ 30x Coverage WGS v2 (HiSeqX)	WGS		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-16GPK-0426-SM-6PAMW	0	C1	6.7	Blood Vessel	Artery - Tibial	0007610	658	540	BP-51398	RNA Extraction from Paxgene-derived Lysate Plate Based	04/09/2014	LCSET-5864,LCSET-5875	08/23/2014	TruSeq.v1	RNASEQ		0.979887	216826	0.970116	NA	0.987374	0.800205	NA	24124	1	NA	76	NA	0.00335646	277	0	108181000	0.0295563	457468	109564000	12496200	NA	24159	53511600	NA	NA	0	0.169911	0.987374	0.790102	108181000	0.00582126	23190800	9256890	23156200	320	23461200	18214500	0.00457951	23648100	50.1983	0.00417535	0.994862	NA	0	49.9626
GTEX-16GPK-1126-SM-CYKSS	1	C1	5.8	Heart	Heart - Left Ventricle	0006566	682	590	BP-51629	RNA Extraction from Paxgene-derived Lysate Plate Based	04/16/2014			RIP-Seq			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-16GPK-1226-SM-7KUE6	1	C1	6.8	Heart	Heart - Atrial Appendage	0006631	682	591	BP-51066	RNA Extraction from Paxgene-derived Lysate Plate Based	04/02/2014	LCSET-6679	03/07/2015	TruSeq.v1	EXCLUDE		0.989583	346376	0.974728	NA	0.992223	0.785965	NA	23793	1	NA	76	NA	0.00311759	200	0	87392600	0.0249892	2867070	88077700	7516340	NA	23822	43435500	NA	NA	0	0.188763	0.992223	0.779852	87392600	0.0033173	19116800	9045450	19252700	251	19358400	12405200	0.00321718	19222600	49.824	0.0325517	0.994862	NA	0	50.1771
GTEX-16GPK-1226-SM-7LTAU	1	C1	6.8	Heart	Heart - Atrial Appendage	0006631	682	591	BP-51066	RNA Extraction from Paxgene-derived Lysate Plate Based	04/02/2014	LCSET-6683	03/14/2015	TruSeq.v1	RNASEQ		0.987703	354453	0.974996	NA	0.990774	0.785599	NA	24250	1	NA	76	NA	0.00269715	270	0	99924500	0.02471	3418960	100855000	11541600	NA	24291	49605100	NA	NA	0	0.189397	0.990774	0.778351	99924500	0.00409003	21871300	10889000	21927900	298	22097000	14198200	0.00339143	21978000	49.865	0.0338998	0.993844	NA	0	50.0647
GTEX-16MT8-0002-SM-6RBLH	NA	C1	NA	Blood	Whole Blood	0013756	403	NA	BP-49989	DNA isolation_Whole Blood_QIAGEN Puregene (Manual)	02/28/2014	LCSET-5918	09/01/2014	Standard Exome Sequencing v3 (ICE)	WES		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-16MT8-0002-SM-6UH2U	NA	C1	NA	Blood	Whole Blood	0013756	403	NA	BP-49989	DNA isolation_Whole Blood_QIAGEN Puregene (Manual)	02/28/2014	LCSET-6235,LCSET-6345	10/01/2014	PCR+ 30x Coverage WGS v2 (HiSeqX)	WGS		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-16MT8-0005-SM-7PBYO	NA	C1	7.3	Blood	Whole Blood	0013756	403	NA	BP-50067	RNA isolation_PAXgene Blood RNA (Manual)	03/03/2014	LCSET-6761	04/12/2015	TruSeq.v1	RNASEQ		0.937188	452462	0.979061	NA	0.940926	0.805861	NA	16229	1	NA	76	NA	0.0028112	103	0	103190000	0.018941	107058	109669000	15950900	NA	16230	51225000	NA	NA	0	0.1732	0.940926	0.758256	103190000	0.00527218	24679900	225703000	24647000	155	24704400	29435700	0.0040368	25045300	50.3426	0.000976192	0.944664	NA	0	49.9667
GTEX-16MT8-0126-SM-7DHLD	0	C1	8.1	Blood Vessel	Artery - Tibial	0007610	439	1226	BP-52710	RNA Extraction from Paxgene-derived Lysate Plate Based	05/14/2014	LCSET-6441	01/14/2015	TruSeq.v1	RNASEQ		0.988847	148190	0.970786	NA	0.989685	0.807957	NA	22026	1	NA	76	NA	0.00355188	153	0	74396200	0.0288682	263729	75171600	6240030	NA	22049	36969500	NA	NA	0	0.162829	0.989685	0.799623	74396200	0.0054713	16051800	5829300	16161800	165	16171900	13550500	0.00451078	16102500	49.8925	0.00350836	0.990523	NA	0	50.1707
GTEX-16MT8-0826-SM-7KULO	1	C1	6.6	Heart	Heart - Atrial Appendage	0006631	468	1201	BP-51398	RNA Extraction from Paxgene-derived Lysate Plate Based	04/09/2014	LCSET-6678	03/07/2015	TruSeq.v1	RNASEQ		0.991047	469783	0.977609	NA	0.993248	0.807234	NA	22425	1	NA	76	NA	0.0032788	200	0	87626500	0.0221656	2243310	88222200	6037000	NA	22452	43597400	NA	NA	0	0.170375	0.993248	0.801784	87626500	0.00464031	18509000	11111100	18682600	214	18775600	14137800	0.00395805	18584700	49.7446	0.025428	0.995449	NA	0	50.2334
GTEX-16MT8-0926-SM-6M487	1	C1	6.1	Heart	Heart - Left Ventricle	0006566	470	1199	BP-51066	RNA Extraction from Paxgene-derived Lysate Plate Based	04/02/2014	LCSET-5861	08/08/2014	TruSeq.v1	RNASEQ		0.994726	67549	0.987193	NA	0.996274	0.855967	NA	18819	1	NA	76	NA	0.00284384	262	0	68583500	0.012761	3868250	68840100	9727820	NA	18826	34210800	NA	NA	0	0.131227	0.996274	0.852777	68583500	0.00399306	15372300	24781500	15142800	270	15127800	3274580	0.00341755	15473400	50.5648	0.0561919	0.997821	NA	0	49.6239
GTEX-16MT9-0004-SM-6RBLG	NA	C1	NA	Blood	Whole Blood	0013756	471	NA	BP-49989	DNA isolation_Whole Blood_QIAGEN Puregene (Manual)	02/28/2014	LCSET-5918	09/01/2014	Standard Exome Sequencing v3 (ICE)	WES		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-16MT9-0004-SM-6UH2T	NA	C1	NA	Blood	Whole Blood	0013756	471	NA	BP-49989	DNA isolation_Whole Blood_QIAGEN Puregene (Manual)	02/28/2014	LCSET-6032	09/20/2014	PCR+ 30x Coverage WGS v2 (HiSeqX)	WGS		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-16MT9-0006-SM-7MXTU	NA	C1	7	Blood	Whole Blood	0013756	471	NA	BP-50067	RNA isolation_PAXgene Blood RNA (Manual)	03/03/2014	LCSET-6757	03/27/2015	TruSeq.v1	RNASEQ		0.965537	192436	0.979823	NA	0.975552	0.812137	NA	19239	1	NA	76	NA	0.00334951	115	0	68558200	0.0196074	289926	70276300	11694100	NA	19253	33854900	NA	NA	0	0.167685	0.975552	0.792282	68558200	0.00507351	15656800	71846200	15761700	125	16065400	16049100	0.00420266	16043700	49.9662	0.00412551	0.985567	NA	0	50.167
GTEX-16MTA-0003-SM-6RBLE	NA	B1	NA	Blood	Whole Blood	0013756	-85	NA	BP-49989	DNA isolation_Whole Blood_QIAGEN Puregene (Manual)	02/28/2014	LCSET-5918	09/01/2014	Standard Exome Sequencing v3 (ICE)	WES		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-16MTA-0003-SM-6UH2R	NA	B1	NA	Blood	Whole Blood	0013756	-85	NA	BP-49989	DNA isolation_Whole Blood_QIAGEN Puregene (Manual)	02/28/2014	LCSET-6032	09/20/2014	PCR+ 30x Coverage WGS v2 (HiSeqX)	WGS		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-16MTA-0005-SM-7RHFT	NA	B1	7.3	Blood	Whole Blood	0013756	-85	NA	BP-50067	RNA isolation_PAXgene Blood RNA (Manual)	03/03/2014	LCSET-6760	04/19/2015	TruSeq.v1	RNASEQ		0.989237	316327	0.974862	NA	0.991073	0.837032	NA	18417	1	NA	76	NA	0.00258127	197	0	93583900	0.0243065	384338	94426900	9196000	NA	18428	46596900	NA	NA	0	0.13783	0.991073	0.829559	93583900	0.00396351	21370900	77384300	21517700	207	21546000	21946200	0.00327111	21514100	49.9629	0.00407022	0.992908	NA	0	50.1711
GTEX-16MTA-1926-SM-7KUG1	0	B1	7.6	Blood Vessel	Artery - Tibial	0007610	250	904	BP-51066	RNA Extraction from Paxgene-derived Lysate Plate Based	04/02/2014	LCSET-6679	03/07/2015	TruSeq.v1	RNASEQ		0.987259	247715	0.97832	NA	0.99132	0.867725	NA	20458	1	NA	76	NA	0.00289534	168	0	73850400	0.0212477	324829	74497100	6725140	NA	20471	36663700	NA	NA	0	0.110594	0.99132	0.860193	73850400	0.00320868	15829000	5416120	16030900	176	16137400	15476200	0.00305137	16003900	49.7922	0.00436029	0.995381	NA	0	50.3169
GTEX-16NFA-0003-SM-6RBLD	NA	B1	NA	Blood	Whole Blood	0013756	-44	NA	BP-50039	DNA isolation_Whole Blood_QIAGEN Puregene (Manual)	03/03/2014	LCSET-5918	09/01/2014	Standard Exome Sequencing v3 (ICE)	WES		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-16NFA-0003-SM-6UH2Q	NA	B1	NA	Blood	Whole Blood	0013756	-44	NA	BP-50039	DNA isolation_Whole Blood_QIAGEN Puregene (Manual)	03/03/2014	LCSET-6235	10/01/2014	PCR+ 30x Coverage WGS v2 (HiSeqX)	EXCLUDE		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-16NFA-0526-SM-7KULM	1	B1	7.7	Heart	Heart - Atrial Appendage	0006631	212	942	BP-51398	RNA Extraction from Paxgene-derived Lysate Plate Based	04/09/2014	LCSET-6678	03/07/2015	TruSeq.v1	EXCLUDE		0.990789	376176	0.977946	NA	0.992925	0.824376	NA	22398	1	NA	76	NA	0.00415862	199	0	92681800	0.0217991	1585040	93342200	6609930	NA	22418	46122300	NA	NA	0	0.15357	0.992925	0.818543	92681800	0.00516578	19398100	18553400	19914500	243	19836500	14499700	0.00466112	19631400	49.7403	0.0169809	0.995061	NA	0	50.6567
GTEX-16NFA-5001-SM-AN44L	NA	B1	NA	Heart	Heart - Left Ventricle	0006566	224	NA						ChIP-Seq			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-16NGA-0004-SM-6RBKH	NA	B1	NA	Blood	Whole Blood	0013756	-43	NA	BP-50229	DNA isolation_Whole Blood_QIAGEN Puregene (Manual)	03/07/2014	LCSET-6051	09/30/2014	Standard Exome Sequencing v3 (ICE)	WES		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-16NGA-0004-SM-6UH29	NA	B1	NA	Blood	Whole Blood	0013756	-43	NA	BP-50229	DNA isolation_Whole Blood_QIAGEN Puregene (Manual)	03/07/2014	LCSET-6032	09/20/2014	PCR+ 30x Coverage WGS v2 (HiSeqX)	WGS		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-16NGA-0006-SM-9JGFQ	NA	B1	7.5	Blood	Whole Blood	0013756	-43	NA	BP-50067	RNA isolation_PAXgene Blood RNA (Manual)	03/03/2014	LCSET-6805	04/27/2015	TruSeq.v1	RNASEQ		0.980079	552352	0.973221	NA	0.981119	0.809648	NA	20546	1	NA	76	NA	0.00240608	269	0	133749000	0.026077	509155	136323000	6912930	NA	20564	66652300	NA	NA	0	0.163574	0.981119	0.79436	133749000	0.00324468	30421000	124371000	30670400	305	30704000	30634200	0.00282494	30536500	49.8633	0.00373492	0.982158	NA	0	50.2042
GTEX-16NGA-2126-SM-7PC1G	1	B1	6.8	Blood Vessel	Artery - Tibial	0007610	225	407	BP-54558	RNA Extraction from Paxgene-derived Lysate Plate Based	07/01/2014	LCSET-6762	04/10/2015	TruSeq.v1	RNASEQ		0.989239	266104	0.977598	NA	0.992154	0.847112	NA	21736	1	NA	76	NA	0.00365551	211	0	96247400	0.0220141	696540	97008500	16140300	NA	21756	47819700	NA	NA	0	0.130487	0.992154	0.840466	96247400	0.00457897	20566500	8266160	20862800	251	20924600	18877800	0.00411588	20766500	49.8104	0.0071802	0.995069	NA	0	50.3576
GTEX-16NPV-0003-SM-6RBJY	NA	C1	NA	Blood	Whole Blood	0013756	526	NA	BP-50229	DNA isolation_Whole Blood_QIAGEN Puregene (Manual)	03/07/2014	LCSET-5918	09/01/2014	Standard Exome Sequencing v3 (ICE)	WES		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-16NPV-0003-SM-6UH1Q	NA	C1	NA	Blood	Whole Blood	0013756	526	NA	BP-50229	DNA isolation_Whole Blood_QIAGEN Puregene (Manual)	03/07/2014	LCSET-6032	09/20/2014	PCR+ 30x Coverage WGS v2 (HiSeqX)	WGS		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
